,states,year,quarter,district,trans_counts,amount
53,andaman-&-nicobar-islands,2022,2,nicobars district,43769,132900618.9
54,andaman-&-nicobar-islands,2022,3,north and middle andaman district,79574,211581970.3
55,andaman-&-nicobar-islands,2022,3,south andaman district,1455255,2967719401
56,andaman-&-nicobar-islands,2022,3,nicobars district,49550,131330400.9
57,andaman-&-nicobar-islands,2022,4,north and middle andaman district,93297,241431284.4
58,andaman-&-nicobar-islands,2022,4,south andaman district,1835592,3600887266
59,andaman-&-nicobar-islands,2022,4,nicobars district,58646,142355854
60,andhra-pradesh,2018,1,east godavari district,943935,1235785516
61,andhra-pradesh,2018,1,srikakulam district,458921,587778028.9
62,andhra-pradesh,2018,1,spsr nellore district,531612,676643237.8
63,andhra-pradesh,2018,1,vizianagaram district,420990,505783445.8
64,andhra-pradesh,2018,1,visakhapatnam district,1256469,1749966197
65,andhra-pradesh,2018,1,prakasam district,534757,748990775.9
66,andhra-pradesh,2018,1,anantapur district,638664,788830646
67,andhra-pradesh,2018,1,ysr district,487333,681481931.1
68,andhra-pradesh,2018,1,west godavari district,577090,853547668.8
69,andhra-pradesh,2018,1,kurnool district,679623,764905298.7
70,andhra-pradesh,2018,1,chittoor district,830324,1009621878
71,andhra-pradesh,2018,1,guntur district,815932,1108686589
72,andhra-pradesh,2018,1,krishna district,863935,1284255180
73,andhra-pradesh,2018,2,east godavari district,1221677,2168914928
74,andhra-pradesh,2018,2,srikakulam district,559868,929392017.4
75,andhra-pradesh,2018,2,spsr nellore district,780454,1542057934
76,andhra-pradesh,2018,2,vizianagaram district,529588,811711367.5
77,andhra-pradesh,2018,2,visakhapatnam district,1641192,2987853607
78,andhra-pradesh,2018,2,prakasam district,739991,1571167562
79,andhra-pradesh,2018,2,anantapur district,937023,1690366079
80,andhra-pradesh,2018,2,ysr district,690842,1415500368
81,andhra-pradesh,2018,2,west godavari district,786033,1688025212
82,andhra-pradesh,2018,2,kurnool district,968439,1531888666
83,andhra-pradesh,2018,2,chittoor district,1185723,1990419126
84,andhra-pradesh,2018,2,guntur district,1088101,2108475812
85,andhra-pradesh,2018,2,krishna district,1224987,2448141593
86,andhra-pradesh,2018,3,east godavari district,3226907,3551247095
87,andhra-pradesh,2018,3,srikakulam district,1073883,1318322237
88,andhra-pradesh,2018,3,spsr nellore district,1308890,2215938596
89,andhra-pradesh,2018,3,vizianagaram district,970132,1163546007
90,andhra-pradesh,2018,3,visakhapatnam district,3394576,4821892253
91,andhra-pradesh,2018,3,prakasam district,1319651,2346453445
92,andhra-pradesh,2018,3,anantapur district,1815215,2681787750
93,andhra-pradesh,2018,3,ysr district,1557444,2235904512
94,andhra-pradesh,2018,3,west godavari district,1431282,2309078493
95,andhra-pradesh,2018,3,kurnool district,2921189,2908389262
96,andhra-pradesh,2018,3,chittoor district,2297429,3283517631
97,andhra-pradesh,2018,3,guntur district,1912529,3127764663
98,andhra-pradesh,2018,3,krishna district,2396934,3754202654
99,andhra-pradesh,2018,4,east godavari district,3052762,4652624623
100,andhra-pradesh,2018,4,srikakulam district,1252807,1870278610
101,andhra-pradesh,2018,4,spsr nellore district,1814997,3293448557
102,andhra-pradesh,2018,4,vizianagaram district,1386787,1817673253
103,andhra-pradesh,2018,4,visakhapatnam district,4791421,7366635865
104,andhra-pradesh,2018,4,prakasam district,1692862,3255254226
105,andhra-pradesh,2018,4,anantapur district,2286391,3975878156
106,andhra-pradesh,2018,4,ysr district,1732527,3252340063
107,andhra-pradesh,2018,4,west godavari district,1688482,3237504255
108,andhra-pradesh,2018,4,kurnool district,2508530,3626544852
109,andhra-pradesh,2018,4,chittoor district,3166201,4979093890
110,andhra-pradesh,2018,4,guntur district,2546620,4730251218
111,andhra-pradesh,2018,4,krishna district,2839161,5416251838
112,andhra-pradesh,2019,1,east godavari district,5440146,7382264725
113,andhra-pradesh,2019,1,srikakulam district,2526855,3407912878
114,andhra-pradesh,2019,1,spsr nellore district,3333584,5161932216
115,andhra-pradesh,2019,1,vizianagaram district,2798241,3364576948
116,andhra-pradesh,2019,1,visakhapatnam district,9690866,13459857441
117,andhra-pradesh,2019,1,prakasam district,2931081,4807527779
118,andhra-pradesh,2019,1,anantapur district,3891336,6044730653
119,andhra-pradesh,2019,1,ysr district,2852197,4915811594
120,andhra-pradesh,2019,1,west godavari district,2829437,4623764455
121,andhra-pradesh,2019,1,kurnool district,4193432,5541564893
122,andhra-pradesh,2019,1,chittoor district,6486813,8223371732
123,andhra-pradesh,2019,1,guntur district,4846553,7765934169
124,andhra-pradesh,2019,1,krishna district,5443981,9061346433
125,andhra-pradesh,2019,2,east godavari district,4699261,9116404622
126,andhra-pradesh,2019,2,srikakulam district,2019203,4066576540
127,andhra-pradesh,2019,2,spsr nellore district,3141891,6880873007
128,andhra-pradesh,2019,2,vizianagaram district,2272320,4443041665
129,andhra-pradesh,2019,2,visakhapatnam district,11705738,20797479804
130,andhra-pradesh,2019,2,prakasam district,2670529,6262396448
131,andhra-pradesh,2019,2,anantapur district,3578836,7830782361
132,andhra-pradesh,2019,2,ysr district,2606284,6376856828
133,andhra-pradesh,2019,2,west godavari district,2402074,5676818259
134,andhra-pradesh,2019,2,kurnool district,3895824,7358285187
135,andhra-pradesh,2019,2,chittoor district,5983308,10982727976
136,andhra-pradesh,2019,2,guntur district,5005275,10405246943
137,andhra-pradesh,2019,2,krishna district,6428472,13437029116
138,andhra-pradesh,2019,3,east godavari district,6537303,11387726471
139,andhra-pradesh,2019,3,srikakulam district,2556296,4610131290
140,andhra-pradesh,2019,3,spsr nellore district,4150195,8256600119
141,andhra-pradesh,2019,3,vizianagaram district,2861581,4922069039
142,andhra-pradesh,2019,3,visakhapatnam district,16694947,26944837120
143,andhra-pradesh,2019,3,prakasam district,3430750,7354502261
144,andhra-pradesh,2019,3,anantapur district,4889720,9554081289
145,andhra-pradesh,2019,3,ysr district,3296586,7447544274
146,andhra-pradesh,2019,3,west godavari district,3179541,6627629029
147,andhra-pradesh,2019,3,kurnool district,5139134,9025632779
148,andhra-pradesh,2019,3,chittoor district,8201783,13837455759
149,andhra-pradesh,2019,3,guntur district,6942304,13075661264
150,andhra-pradesh,2019,3,krishna district,8408474,16404073561
151,andhra-pradesh,2019,4,east godavari district,9285739,16816774065
152,andhra-pradesh,2019,4,srikakulam district,3712555,6832369302
153,andhra-pradesh,2019,4,spsr nellore district,5877804,11786014089
154,andhra-pradesh,2019,4,vizianagaram district,3998234,7175851807
155,andhra-pradesh,2019,4,visakhapatnam district,23594874,39133296330
156,andhra-pradesh,2019,4,prakasam district,4865473,10604077825
157,andhra-pradesh,2019,4,anantapur district,6764112,13887248889
158,andhra-pradesh,2019,4,ysr district,4793157,10865073856
159,andhra-pradesh,2019,4,west godavari district,4596479,9710614747
160,andhra-pradesh,2019,4,kurnool district,7001958,13233105729
161,andhra-pradesh,2019,4,chittoor district,11246986,19298476028
162,andhra-pradesh,2019,4,guntur district,9761330,18565626418
163,andhra-pradesh,2019,4,krishna district,11719402,23039786404
164,andhra-pradesh,2020,1,east godavari district,11346242,21854701379
165,andhra-pradesh,2020,1,srikakulam district,4835092,9777575594
166,andhra-pradesh,2020,1,spsr nellore district,7430247,15387829694
167,andhra-pradesh,2020,1,vizianagaram district,5042066,9879174241
168,andhra-pradesh,2020,1,visakhapatnam district,27115031,48809747615
169,andhra-pradesh,2020,1,prakasam district,6318396,14169104765
170,andhra-pradesh,2020,1,anantapur district,8466129,17864325753
171,andhra-pradesh,2020,1,ysr district,6031255,14059924637
172,andhra-pradesh,2020,1,west godavari district,5919670,12995834341
173,andhra-pradesh,2020,1,kurnool district,8246869,17022710312
174,andhra-pradesh,2020,1,chittoor district,13257740,23441848567
175,andhra-pradesh,2020,1,guntur district,11493331,22992734621
176,andhra-pradesh,2020,1,krishna district,12175289,24481702771
177,andhra-pradesh,2020,2,east godavari district,13130334,26319906327
178,andhra-pradesh,2020,2,srikakulam district,6425515,12153650077
179,andhra-pradesh,2020,2,spsr nellore district,9454274,20665376461
180,andhra-pradesh,2020,2,vizianagaram district,6690313,12819344390
181,andhra-pradesh,2020,2,visakhapatnam district,25300401,48293889917
182,andhra-pradesh,2020,2,prakasam district,8844580,19846026727
183,andhra-pradesh,2020,2,anantapur district,10473739,22094006659
184,andhra-pradesh,2020,2,ysr district,8033609,19597207268
185,andhra-pradesh,2020,2,west godavari district,7273096,16585866855
186,andhra-pradesh,2020,2,kurnool district,9821381,22419372062
187,andhra-pradesh,2020,2,chittoor district,14848197,27361300300
188,andhra-pradesh,2020,2,guntur district,12308707,27463593608
189,andhra-pradesh,2020,2,krishna district,12313709,26964149095
190,andhra-pradesh,2020,3,east godavari district,17972431,39300043805
191,andhra-pradesh,2020,3,srikakulam district,8286289,18029574581
192,andhra-pradesh,2020,3,spsr nellore district,16468209,39128324534
193,andhra-pradesh,2020,3,vizianagaram district,8236703,17567816577
194,andhra-pradesh,2020,3,visakhapatnam district,34421299,67628440368
195,andhra-pradesh,2020,3,prakasam district,12266310,31221704852
196,andhra-pradesh,2020,3,anantapur district,14447683,34102037973
197,andhra-pradesh,2020,3,ysr district,11934653,32037007334
198,andhra-pradesh,2020,3,west godavari district,10412351,25408608726
199,andhra-pradesh,2020,3,kurnool district,13243292,32529351107
200,andhra-pradesh,2020,3,chittoor district,20501863,42811566246
201,andhra-pradesh,2020,3,guntur district,17601395,42531195810
202,andhra-pradesh,2020,3,krishna district,19110457,44788458672
203,andhra-pradesh,2020,4,east godavari district,25989490,58732615663
204,andhra-pradesh,2020,4,srikakulam district,11092184,25222520275
205,andhra-pradesh,2020,4,spsr nellore district,20934374,49115443663
206,andhra-pradesh,2020,4,vizianagaram district,10580824,24094847668
207,andhra-pradesh,2020,4,visakhapatnam district,46551467,91879823025
208,andhra-pradesh,2020,4,prakasam district,16176867,41852443494
209,andhra-pradesh,2020,4,anantapur district,20996384,49732610814
210,andhra-pradesh,2020,4,ysr district,15676878,42572974713
211,andhra-pradesh,2020,4,west godavari district,15674762,40310975763
212,andhra-pradesh,2020,4,kurnool district,18737323,44718203115
213,andhra-pradesh,2020,4,chittoor district,29590411,61505711150
214,andhra-pradesh,2020,4,guntur district,26136538,60641872021
215,andhra-pradesh,2020,4,krishna district,27981050,64461504668
216,andhra-pradesh,2021,1,east godavari district,26190701,60027984988
217,andhra-pradesh,2021,1,srikakulam district,11160473,26486623313
218,andhra-pradesh,2021,1,spsr nellore district,22541428,52210333202
219,andhra-pradesh,2021,1,vizianagaram district,10514582,24153782497
220,andhra-pradesh,2021,1,visakhapatnam district,48248923,95308386038
221,andhra-pradesh,2021,1,prakasam district,15175395,41396223622
222,andhra-pradesh,2021,1,anantapur district,20102957,48353870395
223,andhra-pradesh,2021,1,ysr district,15374473,42570919449
224,andhra-pradesh,2021,1,west godavari district,16015685,42124030669
225,andhra-pradesh,2021,1,kurnool district,17918524,44941629660
226,andhra-pradesh,2021,1,chittoor district,29342609,60947491847
227,andhra-pradesh,2021,1,guntur district,27445045,64207987853
228,andhra-pradesh,2021,1,krishna district,29717175,69715406645
229,andhra-pradesh,2021,2,east godavari district,31717908,74604325864
230,andhra-pradesh,2021,2,srikakulam district,13546232,32298129545
231,andhra-pradesh,2021,2,spsr nellore district,30290406,72283071757
232,andhra-pradesh,2021,2,vizianagaram district,12689494,29140685237
233,andhra-pradesh,2021,2,visakhapatnam district,54390299,1.14439E+11
234,andhra-pradesh,2021,2,prakasam district,19944047,54535328043
235,andhra-pradesh,2021,2,anantapur district,25123346,60987487571
236,andhra-pradesh,2021,2,ysr district,18457361,52523527031
237,andhra-pradesh,2021,2,west godavari district,20950964,57233116236
238,andhra-pradesh,2021,2,kurnool district,21972396,56659287475
239,andhra-pradesh,2021,2,chittoor district,34344902,73654690122
240,andhra-pradesh,2021,2,guntur district,32968819,82356914464
241,andhra-pradesh,2021,2,krishna district,36370960,90021923050
242,andhra-pradesh,2021,3,east godavari district,39572714,89380370073
243,andhra-pradesh,2021,3,srikakulam district,15639768,34836400770
244,andhra-pradesh,2021,3,spsr nellore district,34411958,77839676988
245,andhra-pradesh,2021,3,vizianagaram district,14510005,31383541628
246,andhra-pradesh,2021,3,visakhapatnam district,69220981,1.36946E+11
247,andhra-pradesh,2021,3,prakasam district,24116580,63367713447
248,andhra-pradesh,2021,3,anantapur district,30366444,70291248156
249,andhra-pradesh,2021,3,ysr district,22439316,60683557725
250,andhra-pradesh,2021,3,west godavari district,26245039,66647238455
251,andhra-pradesh,2021,3,kurnool district,26377809,62527453762
252,andhra-pradesh,2021,3,chittoor district,42628568,89371931753
253,andhra-pradesh,2021,3,guntur district,41675093,96525353090
254,andhra-pradesh,2021,3,krishna district,44828275,1.04418E+11
255,andhra-pradesh,2021,4,east godavari district,48992531,1.06726E+11
256,andhra-pradesh,2021,4,srikakulam district,18501857,39713657870
257,andhra-pradesh,2021,4,spsr nellore district,41921081,92256405076
258,andhra-pradesh,2021,4,vizianagaram district,17253059,36577529465
259,andhra-pradesh,2021,4,visakhapatnam district,82711538,1.5953E+11
260,andhra-pradesh,2021,4,prakasam district,27858275,71323060008
261,andhra-pradesh,2021,4,anantapur district,36129136,81239787007
262,andhra-pradesh,2021,4,ysr district,26340348,69081850069
263,andhra-pradesh,2021,4,west godavari district,33235175,81292461575
264,andhra-pradesh,2021,4,kurnool district,31782248,73968947670
265,andhra-pradesh,2021,4,chittoor district,51119640,1.03986E+11
266,andhra-pradesh,2021,4,guntur district,50919286,1.15554E+11
267,andhra-pradesh,2021,4,krishna district,55489829,1.25015E+11
268,andhra-pradesh,2022,1,east godavari district,54738830,1.21067E+11
269,andhra-pradesh,2022,1,srikakulam district,20990782,46898912116
270,andhra-pradesh,2022,1,spsr nellore district,47645702,1.04896E+11
271,andhra-pradesh,2022,1,vizianagaram district,19278262,41994853362
272,andhra-pradesh,2022,1,visakhapatnam district,88233362,1.7012E+11
273,andhra-pradesh,2022,1,prakasam district,31340975,79494373255
274,andhra-pradesh,2022,1,anantapur district,40613148,90197023268
275,andhra-pradesh,2022,1,ysr district,29783739,78421693519
276,andhra-pradesh,2022,1,west godavari district,37271259,92397939904
277,andhra-pradesh,2022,1,kurnool district,35093633,81568420501
278,andhra-pradesh,2022,1,chittoor district,58561024,1.17901E+11
279,andhra-pradesh,2022,1,guntur district,57226996,1.29674E+11
280,andhra-pradesh,2022,1,krishna district,61826199,1.3969E+11
281,andhra-pradesh,2022,2,east godavari district,62072845,1.35531E+11
282,andhra-pradesh,2022,2,srikakulam district,23727353,53754764122
283,andhra-pradesh,2022,2,spsr nellore district,54838708,1.21941E+11
284,andhra-pradesh,2022,2,vizianagaram district,21766135,47294745020
285,andhra-pradesh,2022,2,visakhapatnam district,101387402,1.93243E+11
286,andhra-pradesh,2022,2,prakasam district,36163507,90435082546
287,andhra-pradesh,2022,2,anantapur district,46099366,1.02139E+11
288,andhra-pradesh,2022,2,ysr district,33154559,87601310070
289,andhra-pradesh,2022,2,west godavari district,44409239,1.07973E+11
290,andhra-pradesh,2022,2,kurnool district,40165692,92409350856
291,andhra-pradesh,2022,2,chittoor district,67507661,1.36435E+11
292,andhra-pradesh,2022,2,guntur district,66315749,1.47098E+11
293,andhra-pradesh,2022,2,krishna district,73525814,1.63998E+11
294,andhra-pradesh,2022,3,east godavari district,61467134,1.29678E+11
295,andhra-pradesh,2022,3,srikakulam district,22126541,46899962922
296,andhra-pradesh,2022,3,spsr nellore district,42116582,95099325968
297,andhra-pradesh,2022,3,vizianagaram district,20440645,42513313395
298,andhra-pradesh,2022,3,visakhapatnam district,97434546,1.81124E+11
299,andhra-pradesh,2022,3,prakasam district,35376080,87475230073
300,andhra-pradesh,2022,3,anantapur district,45165363,97735649608
301,andhra-pradesh,2022,3,ysr district,33119038,86016932181
302,andhra-pradesh,2022,3,west godavari district,43635951,1.01707E+11
303,andhra-pradesh,2022,3,kurnool district,39557913,88415335176
304,andhra-pradesh,2022,3,chittoor district,65751781,1.33054E+11
305,andhra-pradesh,2022,3,guntur district,65612317,1.41589E+11
306,andhra-pradesh,2022,3,krishna district,71051144,1.53771E+11
307,andhra-pradesh,2022,4,east godavari district,68016055,1.36531E+11
308,andhra-pradesh,2022,4,srikakulam district,23693779,47726411108
309,andhra-pradesh,2022,4,spsr nellore district,42582064,92085916181
310,andhra-pradesh,2022,4,vizianagaram district,22205190,44467386404
311,andhra-pradesh,2022,4,visakhapatnam district,103790055,1.85306E+11
312,andhra-pradesh,2022,4,prakasam district,37211077,88105031866
313,andhra-pradesh,2022,4,anantapur district,48299601,1.01534E+11
314,andhra-pradesh,2022,4,ysr district,35201596,87360426793
315,andhra-pradesh,2022,4,west godavari district,47919930,1.05336E+11
316,andhra-pradesh,2022,4,kurnool district,43524766,94667441029
317,andhra-pradesh,2022,4,chittoor district,70322534,1.36841E+11
318,andhra-pradesh,2022,4,guntur district,70723763,1.46939E+11
319,andhra-pradesh,2022,4,krishna district,76526667,1.57826E+11
320,arunachal-pradesh,2018,1,lower dibang valley district,1356,1076236.814
321,arunachal-pradesh,2018,1,lower subansiri district,1477,3650727.894
322,arunachal-pradesh,2018,1,longding district,2321,4361531.578
323,arunachal-pradesh,2018,1,west siang district,1887,4796675.565
324,arunachal-pradesh,2018,1,kamle district,14,7971.330495
325,arunachal-pradesh,2018,1,upper siang district,126,186610.6699
326,arunachal-pradesh,2018,1,tirap district,945,1064265
327,arunachal-pradesh,2018,1,papum pare district,14224,32555848.46
328,arunachal-pradesh,2018,1,kurung kumey district,84,99416.58027
329,arunachal-pradesh,2018,1,siang district,252,339471.8043
330,arunachal-pradesh,2018,1,lower siang district,1292,2337960.715
331,arunachal-pradesh,2018,1,kra daadi district,207,495375.1455
332,arunachal-pradesh,2018,1,changlang district,3195,5380749.415
333,arunachal-pradesh,2018,1,pakke kessang district,9,9131.404206
334,arunachal-pradesh,2018,1,dibang valley district,2,169.8885654
335,arunachal-pradesh,2018,1,west kameng district,5787,9540632.547
336,arunachal-pradesh,2018,1,east siang district,3286,5533620.186
337,arunachal-pradesh,2018,1,upper subansiri district,735,1358367.502
338,arunachal-pradesh,2018,1,east kameng district,529,473824.766
339,arunachal-pradesh,2018,1,lohit district,3747,11496949.55
340,arunachal-pradesh,2018,1,lepa rada district,288,403149.467
341,arunachal-pradesh,2018,1,tawang district,2334,5055665.023
342,arunachal-pradesh,2018,1,namsai district,1400,2162984.705
343,arunachal-pradesh,2018,2,lower dibang valley district,1827,2561237.506
344,arunachal-pradesh,2018,2,lower subansiri district,1666,4113742.044
345,arunachal-pradesh,2018,2,longding district,4634,10271170.17
346,arunachal-pradesh,2018,2,west siang district,2579,7610989.567
347,arunachal-pradesh,2018,2,kamle district,12,23654.05837
348,arunachal-pradesh,2018,2,upper siang district,240,494895.0928
349,arunachal-pradesh,2018,2,tirap district,1903,3126393.765
350,arunachal-pradesh,2018,2,papum pare district,25363,66520931.2
351,arunachal-pradesh,2018,2,kurung kumey district,83,123737.222
352,arunachal-pradesh,2018,2,anjaw district,7,7871.020815
353,arunachal-pradesh,2018,2,siang district,336,740232.631
354,arunachal-pradesh,2018,2,lower siang district,2292,2179451.658
355,arunachal-pradesh,2018,2,kra daadi district,247,987135.996
356,arunachal-pradesh,2018,2,changlang district,6066,13294258.5
357,arunachal-pradesh,2018,2,pakke kessang district,48,58359.57139
358,arunachal-pradesh,2018,2,dibang valley district,68,65769.20367
359,arunachal-pradesh,2018,2,west kameng district,10466,25521321.34
360,arunachal-pradesh,2018,2,east siang district,6363,15285584.2
361,arunachal-pradesh,2018,2,upper subansiri district,1285,2911910.369
362,arunachal-pradesh,2018,2,east kameng district,522,1825297.462
363,arunachal-pradesh,2018,2,lohit district,6962,20520618.88
364,arunachal-pradesh,2018,2,lepa rada district,511,731444.7371
365,arunachal-pradesh,2018,2,tawang district,5447,13722374.81
366,arunachal-pradesh,2018,2,namsai district,3230,6271811.328
367,arunachal-pradesh,2018,3,lower dibang valley district,2824,6074558.207
368,arunachal-pradesh,2018,3,lower subansiri district,2346,5154231.737
369,arunachal-pradesh,2018,3,longding district,5288,18327334.05
370,arunachal-pradesh,2018,3,west siang district,3337,12966152.79
371,arunachal-pradesh,2018,3,kamle district,93,30504.94301
372,arunachal-pradesh,2018,3,upper siang district,250,743956.1056
373,arunachal-pradesh,2018,3,tirap district,3322,7479257.008
374,arunachal-pradesh,2018,3,papum pare district,43282,101080479.3
375,arunachal-pradesh,2018,3,kurung kumey district,255,303027.4066
376,arunachal-pradesh,2018,3,anjaw district,13,95403.67678
377,arunachal-pradesh,2018,3,siang district,615,2141734.5
378,arunachal-pradesh,2018,3,lower siang district,2625,3045590.882
379,arunachal-pradesh,2018,3,kra daadi district,436,1606758.408
380,arunachal-pradesh,2018,3,changlang district,10162,20494174.95
381,arunachal-pradesh,2018,3,pakke kessang district,165,305164.8171
382,arunachal-pradesh,2018,3,dibang valley district,29,196466.667
383,arunachal-pradesh,2018,3,west kameng district,17026,48528147.45
384,arunachal-pradesh,2018,3,east siang district,10539,24885270.77
385,arunachal-pradesh,2018,3,upper subansiri district,1601,4223297.614
386,arunachal-pradesh,2018,3,east kameng district,1029,3132863.591
387,arunachal-pradesh,2018,3,lohit district,11595,32702331.66
388,arunachal-pradesh,2018,3,lepa rada district,523,1777602.437
389,arunachal-pradesh,2018,3,tawang district,8715,25733824.99
390,arunachal-pradesh,2018,3,namsai district,5076,10698272.77
391,arunachal-pradesh,2018,4,lower dibang valley district,4227,10951332.39
392,arunachal-pradesh,2018,4,lower subansiri district,3735,8884930.591
393,arunachal-pradesh,2018,4,longding district,6581,22545311.85
394,arunachal-pradesh,2018,4,west siang district,3813,14013986.24
395,arunachal-pradesh,2018,4,kamle district,247,361497.0568
396,arunachal-pradesh,2018,4,upper siang district,1041,2157332.947
397,arunachal-pradesh,2018,4,tirap district,5725,10811742.67
398,arunachal-pradesh,2018,4,papum pare district,55224,154875448.2
399,arunachal-pradesh,2018,4,kurung kumey district,444,759686.7196
400,arunachal-pradesh,2018,4,anjaw district,273,495578.1994
401,arunachal-pradesh,2018,4,siang district,822,2176630.237
402,arunachal-pradesh,2018,4,lower siang district,2883,4533291.201
403,arunachal-pradesh,2018,4,kra daadi district,750,3254327.442
404,arunachal-pradesh,2018,4,changlang district,13950,32343047.41
405,arunachal-pradesh,2018,4,pakke kessang district,297,462143.519
406,arunachal-pradesh,2018,4,dibang valley district,40,97205.28809
407,arunachal-pradesh,2018,4,west kameng district,25439,89194886.84
408,arunachal-pradesh,2018,4,shi yomi district,61,42483.80153
409,arunachal-pradesh,2018,4,east siang district,12893,34272134.34
410,arunachal-pradesh,2018,4,upper subansiri district,2686,8771042.08
411,arunachal-pradesh,2018,4,east kameng district,1750,5936855.71
412,arunachal-pradesh,2018,4,lohit district,14268,40510521.95
413,arunachal-pradesh,2018,4,lepa rada district,932,3023578.189
414,arunachal-pradesh,2018,4,tawang district,11104,35921510.89
415,arunachal-pradesh,2018,4,namsai district,7244,17643523.29
416,arunachal-pradesh,2019,1,lower dibang valley district,6314,13738776.18
417,arunachal-pradesh,2019,1,lower subansiri district,4994,12615032.12
418,arunachal-pradesh,2019,1,longding district,7287,25349462.06
419,arunachal-pradesh,2019,1,west siang district,5921,19426751.3
420,arunachal-pradesh,2019,1,kamle district,391,725807.1059
421,arunachal-pradesh,2019,1,upper siang district,1154,2756678.308
422,arunachal-pradesh,2019,1,tirap district,6877,14075747.84
423,arunachal-pradesh,2019,1,papum pare district,70941,188556716.4
424,arunachal-pradesh,2019,1,kurung kumey district,740,2076644.122
425,arunachal-pradesh,2019,1,anjaw district,2116,4643030.796
426,arunachal-pradesh,2019,1,siang district,1282,2552682.037
427,arunachal-pradesh,2019,1,lower siang district,3565,6923301.928
428,arunachal-pradesh,2019,1,kra daadi district,1070,3797175.484
429,arunachal-pradesh,2019,1,changlang district,17589,40239141.67
430,arunachal-pradesh,2019,1,pakke kessang district,545,1682922.837
431,arunachal-pradesh,2019,1,dibang valley district,102,301591.3864
432,arunachal-pradesh,2019,1,west kameng district,34289,101333633.7
433,arunachal-pradesh,2019,1,shi yomi district,19,212989.6305
434,arunachal-pradesh,2019,1,east siang district,15621,39284373.05
435,arunachal-pradesh,2019,1,upper subansiri district,3880,14105451.85
436,arunachal-pradesh,2019,1,east kameng district,2688,9107597.731
437,arunachal-pradesh,2019,1,lohit district,15896,42834776.78
438,arunachal-pradesh,2019,1,lepa rada district,1523,4054526.309
439,arunachal-pradesh,2019,1,tawang district,13102,39489779.14
440,arunachal-pradesh,2019,1,namsai district,8600,20065516.62
441,arunachal-pradesh,2019,2,lower dibang valley district,5819,13737167.75
442,arunachal-pradesh,2019,2,lower subansiri district,5579,14746949.65
443,arunachal-pradesh,2019,2,longding district,6744,23464027.89
444,arunachal-pradesh,2019,2,west siang district,8041,24549832.98
445,arunachal-pradesh,2019,2,kamle district,414,1136776.696
446,arunachal-pradesh,2019,2,upper siang district,1079,3993676.33
447,arunachal-pradesh,2019,2,tirap district,6868,18633793.43
448,arunachal-pradesh,2019,2,papum pare district,86433,246640891.3
449,arunachal-pradesh,2019,2,kurung kumey district,1427,4036511.934
450,arunachal-pradesh,2019,2,anjaw district,2473,5220589.921
451,arunachal-pradesh,2019,2,siang district,1654,5373179.352
452,arunachal-pradesh,2019,2,lower siang district,3791,7075961.239
453,arunachal-pradesh,2019,2,kra daadi district,1447,4315353.219
454,arunachal-pradesh,2019,2,changlang district,18631,48891048.26
455,arunachal-pradesh,2019,2,pakke kessang district,687,1750138.059
456,arunachal-pradesh,2019,2,dibang valley district,98,214966.6162
457,arunachal-pradesh,2019,2,west kameng district,37430,122521180.8
458,arunachal-pradesh,2019,2,shi yomi district,13,65209.39364
459,arunachal-pradesh,2019,2,east siang district,16494,46549881.24
460,arunachal-pradesh,2019,2,upper subansiri district,4827,18395806.57
461,arunachal-pradesh,2019,2,east kameng district,2309,8996397.735
462,arunachal-pradesh,2019,2,lohit district,18693,48893746.83
463,arunachal-pradesh,2019,2,lepa rada district,2108,5045595.907
464,arunachal-pradesh,2019,2,tawang district,15960,55915834.59
465,arunachal-pradesh,2019,2,namsai district,9637,22491356.66
466,arunachal-pradesh,2019,3,lower dibang valley district,8405,15177864.64
467,arunachal-pradesh,2019,3,lower subansiri district,8828,21059967.5
468,arunachal-pradesh,2019,3,longding district,10269,26620415.02
469,arunachal-pradesh,2019,3,west siang district,11889,30014806.82
470,arunachal-pradesh,2019,3,kamle district,677,968784.5134
471,arunachal-pradesh,2019,3,upper siang district,1419,3927440.442
472,arunachal-pradesh,2019,3,tirap district,11249,21737827.19
473,arunachal-pradesh,2019,3,papum pare district,117940,301518075.7
474,arunachal-pradesh,2019,3,kurung kumey district,1579,3674797.099
475,arunachal-pradesh,2019,3,anjaw district,4230,9665384.075
476,arunachal-pradesh,2019,3,siang district,2640,6888800.899
477,arunachal-pradesh,2019,3,lower siang district,5348,9507511.569
478,arunachal-pradesh,2019,3,kra daadi district,2187,5520848.186
479,arunachal-pradesh,2019,3,changlang district,29218,58354823.44
480,arunachal-pradesh,2019,3,pakke kessang district,977,2145842.293
481,arunachal-pradesh,2019,3,dibang valley district,202,675909.9963
482,arunachal-pradesh,2019,3,west kameng district,53939,147186019.9
483,arunachal-pradesh,2019,3,shi yomi district,27,30367.75471
484,arunachal-pradesh,2019,3,east siang district,22611,58040119.96
485,arunachal-pradesh,2019,3,upper subansiri district,7803,22099628.49
486,arunachal-pradesh,2019,3,east kameng district,3814,10631335.87
487,arunachal-pradesh,2019,3,lohit district,24505,54539458.21
488,arunachal-pradesh,2019,3,lepa rada district,2928,4930337.942
489,arunachal-pradesh,2019,3,tawang district,24097,72221026.28
490,arunachal-pradesh,2019,3,namsai district,13453,25507641.02
491,arunachal-pradesh,2019,4,lower dibang valley district,10376,21103089.24
